feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,WB16A3C
-0.27828297,-1.5107796,-0.16464032,-0.6434246,0.28547132,1.6357509,0.2859232,2
-1.0473902,1.1765893,0.09682095,-1.2229078,1.1963974,-1.2798034,-0.7235771,2
-0.32739285,1.3030276,0.84457326,0.74718344,0.71334106,-0.6612533,0.39866498,1
-0.10593532,0.48457858,-0.35439593,0.12237111,1.2454026,-0.3815355,1.2157335,2
-0.44107687,0.08874313,-0.5991549,-1.0664209,-0.03538925,-2.025697,-1.4263257,4
-0.7217862,1.403531,0.8831651,1.4005737,0.20679154,0.090964444,-1.4025773,1
-1.4656372,0.4194112,1.3934367,2.1470797,1.1899968,0.14394942,-0.79264873,2
-1.2791482,-0.45608914,0.38554758,0.7263623,0.89509785,-0.6634788,-0.57071626,2
-0.6101235,0.12006842,-1.1818868,0.043554246,-1.0085319,-1.2084385,-0.69157183,3
-0.92727256,-0.010762375,-0.6520301,-0.4276097,0.21438919,-0.52968645,-0.33018383,2
-0.30252022,0.8370799,1.3392565,1.0460942,0.49409068,-0.36461005,-0.58116,2
-1.0802085,1.1994942,-0.15753983,-0.043103762,0.71154237,-0.43973508,1.4831824,1
0.74610925,-1.6768706,0.39407784,0.013870891,0.010971369,0.570827,-2.7954912,5
-0.796508,0.16999525,0.860059,-0.55079883,0.81156063,-0.7219086,-0.80070585,2
-1.3465172,-2.8825595,-2.7768693,-1.2575731,-1.0437409,1.5649941,0.35462204,4
-0.2569714,-2.4363375,0.8080084,-0.9736015,1.0767065,3.0584362,0.53971237,3
-1.5325546,-2.4030929,0.030268773,-1.3811597,0.16710289,-1.5798725,1.0730689,2
0.5464346,-0.6587863,0.782052,1.7863433,2.795124,0.5363939,-3.2672393,2
-0.99045736,-0.56808037,0.13355051,-2.2398095,-0.5076855,0.3725968,-0.30631414,2
0.5018044,0.75144315,2.7861114,-0.80760455,0.60939056,-2.2800236,0.2608339,1
0.1506022,-1.134088,-1.4103138,-2.1591892,0.2237314,-0.2624537,-2.7857912,3
0.06700297,2.477382,1.5165199,-1.3828297,1.2253215,-0.45140305,-0.14936607,1
-0.10471864,-1.8007716,-1.1988107,-2.2078896,-1.6811308,0.5201778,-1.585772,4
-0.21208505,-0.8520837,0.72901815,0.14927176,-0.7304098,0.64575243,-0.16358449,2
-0.5347466,-0.057329882,1.1834097,0.05653512,1.1423719,0.6808346,1.3669084,1
-0.46171415,0.4540778,0.80642843,-0.16155499,1.0014813,-0.33748955,0.27943233,1
-1.9001156,-0.12979105,1.4364254,-1.5704256,0.74925596,-3.4022002,0.84803563,2
-0.82441926,0.36876896,-1.3062934,-2.9249074,1.7323164,-1.5321256,0.4457568,1
-0.5959543,-0.6035489,1.3536983,-1.852944,2.0925303,-2.7621527,0.11787702,2
-1.4964782,0.7051484,-0.30361575,-0.059008963,0.097874865,-0.555097,3.1233063,1
-0.31753257,-1.0730451,0.09662016,-0.3368694,-0.86812025,0.15742183,-0.46795446,2
-0.9382802,1.4555228,0.020123225,1.3883396,0.15771359,-0.23211679,-0.13163595,1
-0.9916565,-1.1430038,1.8902414,0.44464177,1.6756526,0.8700173,-0.18525575,2
-1.074147,-1.6382034,-0.122872114,2.068274,1.3663266,3.152431,0.99323493,2
-0.5871889,-0.9173928,0.20733286,1.495598,-0.10027173,0.6143026,-0.355433,3
-0.92261136,-0.037656993,0.7527526,1.8243862,2.3085606,2.9413967,-0.8862473,1
-2.2141867,-0.47519058,-1.5862563,-0.701544,-0.30336243,-0.12164887,-1.2043132,3
0.34671503,1.060019,0.36570334,0.088300034,1.076988,-0.22608402,1.4175946,1
-0.13794023,-0.5057787,-2.066987,0.47783524,0.64790004,-0.5587858,-0.70442015,2
0.15843132,0.2636079,-1.1485977,-0.626108,-0.4888632,-1.0829097,-0.5623778,3
0.8254208,-0.042783692,-0.4908144,-0.01913838,0.9929403,-0.3948377,0.41906938,4
-0.040837914,0.74565935,0.84986955,1.1323413,0.28388953,-0.42280048,-0.7347957,2
-1.1510093,0.30389258,-0.023514062,-0.19275361,-0.42512143,-0.066118926,-0.35639647,2
-0.036706194,0.3292714,0.5787474,-1.2091687,0.047377173,-0.15046169,-1.160906,2
-0.57784736,1.3203435,1.4901314,-0.18356156,1.0633656,0.28355214,-0.109642655,2
1.1682441,-1.2349448,-1.0500317,-1.0716801,-1.1206073,-1.8160661,-4.6759524,5
0.27842236,0.3052663,0.19801012,-0.95027524,2.3544981,-0.601206,0.48640996,1
-0.27945927,-0.025194023,-0.07936886,0.6811453,-0.022840098,0.9969991,-1.0869864,3
-1.3240772,0.68113834,-1.179491,-0.13016391,1.5448264,-0.03469294,-1.161362,2
-0.2418261,-2.4015517,-1.8330753,-0.81772006,0.47403163,-3.629845,-0.9759508,4
0.43408746,-0.47234854,-0.6832479,0.08128143,1.0720522,-0.28719443,0.6669912,1
-0.15083507,2.280022,-1.6882207,-0.9573155,0.12540925,-2.4589417,0.68246305,1
-1.0236679,1.2525597,0.7934516,2.218728,1.5191213,-0.23630215,-1.0944539,1
-0.95615345,1.4760256,0.8282241,-1.7347167,-0.054037604,1.1950758,1.1839628,1
0.19806494,0.75637585,0.3253462,-1.1932471,0.51973945,1.8657148,1.0690236,1
0.12673111,2.160168,1.3125788,0.8413721,1.1156666,-0.717521,-0.34440205,1
-0.16388063,1.2859746,0.5405827,0.30197215,0.66383564,0.106493376,0.49000502,1
-0.67289525,-0.05635328,-0.11452775,-1.1636616,-0.28032038,1.0531623,0.20808806,1
-0.1851909,0.29726428,0.48018467,-1.4002837,-0.19994314,0.35332993,-1.1287163,2
-0.55840325,-0.05568513,-2.031666,-2.3764448,2.397465,1.2150776,-0.23597516,2
-0.5514448,0.51722467,-0.33430636,-1.6353259,0.8143403,0.931658,0.8968862,1
-0.4380645,-0.6168974,-0.81696886,-1.18929,1.1889725,0.810341,0.5149833,1
-1.6464776,-0.14819887,0.056019653,-1.6123412,0.018186847,-0.41329134,-1.3294543,2
0.1559895,-0.48682126,-0.35149527,-0.27128848,2.0214326,1.0426829,-1.6706817,2
-0.53741413,0.68847996,-1.2965872,-2.1633425,0.6253784,-1.9050092,0.3280754,1
-0.18999699,-0.18971127,-1.127271,1.144183,-1.060711,1.6422582,-0.7007681,4
-0.7093971,-0.018204363,0.7468359,-1.0621694,-0.6982054,-0.89407957,-2.7170854,4
-1.1144128,-1.1700797,-2.002692,-2.073431,0.6095403,0.6360594,1.1722641,2
-1.231895,1.9316936,-0.64186746,-0.8184728,0.4884477,1.222613,0.5273629,1
-0.030905377,1.5845777,0.51759356,-2.4705563,1.3640199,1.5040779,-0.26163042,1
-0.7359081,0.9159215,0.24156554,-2.1050951,0.9989887,1.3631786,1.0586425,1
0.79856,-1.0804973,-0.007829368,0.30399933,0.65573263,-1.3425798,-0.5352746,2
1.8503575,0.89369214,-2.1554418,0.7022918,0.120248705,1.1548433,1.527024,9
-0.5703387,-0.2048818,-0.8115247,-1.3178592,-0.5173307,1.6521168,1.2931908,2
0.18888561,0.2952574,-0.38922167,1.30116,1.1190687,-1.4747325,0.5262606,1
-0.9237703,1.1596447,1.5186349,-0.1634877,0.62739474,-0.68314755,0.27647948,1
0.075633615,0.46309724,-0.11224805,0.62913907,0.56824917,-1.3133876,-0.18586223,1
0.44264516,0.7158362,1.1565701,-2.5321407,-0.020770207,1.596801,1.2178888,1
-1.0593516,0.6963857,-1.1737435,-1.318711,-1.0167863,1.2298104,0.7108935,1
-0.3878182,1.617981,1.3711263,-0.95014447,0.8923953,0.9907252,1.0787916,1
-0.17429058,0.08782459,1.6010829,-1.5355089,0.8069346,1.6956908,-0.23107342,1
-0.16485995,0.43901154,-0.5917758,0.043907728,0.47652537,1.202275,-0.9688441,2
-0.9744444,0.40227795,-0.003213957,-1.796656,0.31340846,1.6954445,3.5620632,1
-0.4969889,0.7310079,-0.08051756,-1.4659661,2.1280015,1.6960554,-0.51433617,1
-0.23239878,0.86042553,0.83705586,0.85034823,1.6334375,0.06582216,1.2036011,1
-0.9232382,0.71018696,-0.53575814,-1.7162105,-1.2163258,0.08518803,1.4342506,1
-2.0288377,-0.4226487,-2.2110732,-0.6038801,-1.6731273,-0.24138498,2.0710356,2
0.2814121,1.3630986,-0.9311485,-1.4186656,0.050517388,0.036759477,0.53525287,1
-0.58554286,1.0566326,-1.3965231,-1.2679782,-0.94990486,0.8599622,0.8860015,2
-2.271351,0.83048064,-1.0835835,-2.008905,-0.98095214,3.0459023,3.2193973,1
-2.0196078,-0.7767877,1.0075368,1.5098236,-0.08961339,1.9626578,0.47425276,2
-0.9886796,0.30807006,-1.1024326,-2.544856,1.6866077,1.2676241,-0.53503865,2
0.08463743,2.5527282,2.504241,0.39858958,0.78512394,0.3459826,1.5770305,1
-2.680268,0.54537565,0.3207637,-0.8193849,0.19806308,-0.9301081,-0.6773544,1
-1.0216732,0.3717879,0.06426314,-1.4537741,-0.18842359,0.9683432,0.35545477,1
0.7056811,0.19880114,-0.66524583,2.1045814,0.393726,0.058249004,0.96096116,1
-0.017461723,-0.025230404,0.35742515,0.21963042,1.1002959,0.8864567,-0.49543056,2
-1.6213855,0.39487472,-0.64746493,-1.1278627,1.829797,0.69312924,0.40751106,1
-0.67717546,0.9917315,-0.18423592,-0.753687,2.576836,1.0836222,0.030790064,1
-0.4477043,-0.22440577,1.9265437,0.41411194,2.6838238,-1.8190519,-0.37037507,2
0.18165584,-2.629379,-1.1569544,0.62947494,-0.7145394,-1.2775841,-2.3245163,5
-0.6344225,-0.82219416,0.3453607,-1.7051952,-1.0604624,0.056937292,-0.8563701,4
-1.0523314,-0.23665152,-0.43483198,-0.48119217,-0.18814148,0.023113564,1.5637418,1
-0.9424472,-0.99804854,-0.33205754,-2.0108783,-0.9827254,-0.12695397,0.024373922,2
5.322743,-4.1299286,1.4405137,-1.2918807,-0.28854263,-1.7551003,2.0315893,2
0.7405419,-0.24232402,0.87369615,1.4365168,-0.02840411,0.03160131,-0.09035802,2
0.15136014,-1.3275273,-1.2411586,-0.68461454,-0.847308,-1.7330215,-1.0948478,4
0.7166452,0.7413381,1.423777,-0.8512968,1.770681,-0.3984623,0.20507824,1
0.5823277,-1.0405817,-0.4106537,0.75468355,-0.60564345,-0.23757005,-0.16242638,2
-0.3640009,1.1735916,-0.6676998,-0.1654912,-0.43412912,-0.50501794,0.32925677,1
0.5050686,-0.74014187,0.5545856,0.56086385,-0.30504435,-0.5988371,-0.6435015,2
0.03203048,-0.97958493,-0.84491146,1.0379447,-1.1926765,0.28113025,-0.67602366,5
-0.37879494,0.18510467,0.28949815,-0.6516982,-0.49974772,0.5650184,-0.37275383,1
3.5875719,-1.9241006,0.23308182,2.0531158,1.0978245,2.0159295,0.8000222,2
-0.050223354,0.63172114,0.3121952,0.19320627,-0.5244148,-2.3672156,-1.9601022,2
0.53990525,-0.6924043,2.054416,0.98881495,-0.41904992,-0.9104333,-0.11055267,1
-1.3683841,1.4716477,-0.19870476,0.63431597,-0.55558383,-0.4938961,-0.055852182,1
2.3205519,-1.6239009,2.3313117,1.665513,1.0589255,0.8218719,1.5006143,1
0.68797314,-1.9292569,-0.36385435,-0.19241601,1.0690686,0.3022933,-1.1523997,4
0.17424779,-0.5238519,-0.18119808,1.0708869,-0.16606629,-0.1784588,1.7771364,1
0.5534662,0.6602052,0.49437457,-0.8381589,0.9548913,0.968469,0.48922002,2
-0.85076994,-0.5431329,-0.7065001,-0.48722792,0.43729305,0.7400555,2.4251447,3
-0.29351863,-0.8728266,-0.9387897,0.52349776,-0.23383744,0.9646919,-0.054541394,4
-0.4286637,-2.1956062,-0.4339857,1.2376199,-0.05402341,1.0834379,-0.3896162,4
0.69422114,-0.58538914,-3.329822,-0.5877272,0.548234,2.4867332,0.22887336,1
-0.12333377,-1.2790136,-0.69583845,0.2291247,1.8679103,-0.9968027,0.9841632,2
-0.24141318,-0.032121733,-0.25331807,-0.15906575,0.7257413,0.43430206,0.49334377,1
-1.591431,0.29444116,-2.5625293,1.2593263,-0.15911771,-1.9021386,0.7073742,9
-0.7953908,0.71045613,0.37486577,0.49034402,1.842851,0.00097202044,0.22234072,2
-0.45614797,0.4140125,0.37052935,-0.10374311,0.52432954,-0.60102636,-0.69250107,2
-0.11387771,-0.15566,-0.06994836,0.88059133,0.38985822,-0.49825352,-0.16276848,2
-2.3814993,-3.6208127,-0.3244828,1.5891298,-0.88705295,3.0781202,0.2757726,4
-3.187475,1.9191762,-0.4507845,0.15458426,-1.087544,-1.8924565,1.0234971,2
0.73788875,1.7503965,0.53368247,-1.1139479,2.2506447,-0.029252537,0.9270489,2
0.007780712,0.59776086,1.0834367,0.4058071,1.7493185,1.2704734,0.17339166,1
2.309586,-0.62363017,0.819313,1.174796,1.1794243,1.5990254,1.8775061,2
-0.2820677,-0.48517603,-0.27784574,-0.4016243,-0.54987985,-0.30888528,1.8768755,1
-0.2494104,-1.7712386,-0.93101215,1.6317325,0.30668473,0.1909188,-1.1612469,3
0.33208615,-0.70253754,-0.8730764,-0.3210567,1.2514699,-0.08577666,-0.85968906,2
-1.6078596,0.48606464,0.060654145,-0.34031302,-0.45630834,-2.0680869,-1.4149692,2
-2.0416017,-0.14931308,2.257493,-0.0672869,-0.8864329,-0.8350106,-0.06478289,2
-0.3263984,-1.0024723,-1.0879983,0.23109555,0.35403377,1.1261363,-1.1272111,2
-0.85887516,1.5881737,-0.76684374,1.5512019,0.6606306,1.0075969,-0.95350015,1
-0.36346313,0.08256495,-4.80418,0.7893549,-0.77272105,1.0073206,0.35602605,2
1.2234554,0.19766416,-1.1587652,1.7612649,-0.04584344,-1.544595,-0.040030386,2
-2.1534078,-1.2351346,-2.7577534,-0.5058124,0.45232072,-0.5574067,-1.2733359,4
1.2738754,0.6830503,-1.7852005,0.99503475,-1.5672733,3.2933397,0.87407565,2
0.27265552,-1.1083966,0.4994778,-1.538023,0.1667945,0.09158661,-0.91622573,2
0.27381045,0.41290796,-0.5006225,-0.434698,1.8583229,0.64239496,0.20027567,1
0.4390901,0.110811055,-0.30321044,-0.29819104,2.937092,1.5915473,0.8758009,1
-1.9232429,-0.2647707,-0.16425578,-1.2426662,0.9809854,-3.895623,-1.5807247,2
-0.73456585,1.1185087,0.08265861,0.13464695,0.110242054,-0.31855288,0.98995596,1
-0.50233203,1.2952981,0.89224905,-0.5612215,0.8602231,-0.24912053,0.6367827,2
1.5412971,1.3058301,-1.0098614,0.21416444,1.3091295,-0.7184567,0.39561334,2
1.2896454,-3.2434626,-0.15034178,-0.90281653,3.390746,-0.04735799,0.23131023,2
-0.08142204,-2.6287434,-0.7956012,-2.8385386,0.75809556,-1.6952952,2.0835085,2
-0.1550334,-1.4116105,-1.6036623,-0.8710719,0.5544076,-0.3480475,0.9336017,2
1.9341445,-0.9288003,1.8022426,1.456842,1.6933503,2.2983012,2.1685004,1
0.129738,-0.40878397,-0.11342272,0.031565532,0.4864917,-0.05117936,0.004504189,3
-0.9021949,1.2989435,0.7918908,-0.7382314,2.7754827,0.8565047,-1.051059,2
-1.1991874,-0.01474623,0.42287338,-1.662454,0.3959465,0.62770504,-0.13036554,2
-0.44111183,-0.6015394,0.93108237,0.40284064,0.81786615,1.1109765,-0.7340268,2
-0.17151558,-0.14880681,-1.9150555,-0.38041675,0.56366056,-0.37360322,0.008393865,2
-1.1052371,-0.99586105,-0.97025454,-0.75010705,0.61648244,-0.22794671,0.6386034,1
-0.8163022,0.71444005,-0.100992486,-0.017211266,0.9889177,0.14511643,2.014545,2
-1.4951822,0.20032753,0.03382642,-0.1005026,0.18724449,1.6478145,-0.47132522,2
-1.4783921,0.0056365356,-1.2535454,-0.020236753,0.8579419,1.4961942,0.23538606,2
0.44222718,0.0042490847,0.24364784,-0.24849907,1.1199025,0.36788383,0.97718734,1
0.59211856,0.7500313,-0.082853034,-0.7683206,1.9970611,-0.2830552,1.8423922,1
0.91931975,1.2226964,-0.17396568,-0.3683069,1.2404782,0.0545106,0.9697557,1
-0.37047377,-1.299702,0.8339096,-3.4012337,1.5218844,-0.5846539,-2.6715395,2
-0.6558609,-0.3053471,-0.08384538,-1.0116464,0.6807892,1.6348077,-0.73688775,2
-0.19691898,0.7696199,2.6795623,1.0098808,-0.817947,-2.4652996,-0.52555305,2
-0.8448916,-0.808588,0.46928328,-0.2908106,-0.5755909,1.1780286,-1.5163003,3
-2.844591,-2.4440725,-0.9285661,1.8153689,0.92085946,2.9716272,-0.29434577,2
-1.5741715,-0.7345076,-0.7469898,0.43666872,-0.5740249,-0.72738415,0.35106942,2
-0.19742014,-0.30466348,-0.1349481,-1.1922896,1.1019241,0.0013420619,-0.36189866,2
-2.4640822,-0.10869025,1.6987921,1.9270772,0.91209066,-1.9177225,-0.30914453,2
-0.9193793,-1.8574787,0.122287795,0.90530425,-0.2330754,0.88317484,-1.2647029,5
-0.90986764,0.6846764,-1.4129778,-0.70683014,-0.43841493,0.6628505,0.74972737,2
0.30814874,-0.63547647,-0.7511173,0.7781708,-0.57192475,-1.6808938,0.34749466,3
-0.19288899,0.87637675,0.71292585,1.0073186,1.5926732,0.3957368,-1.457857,2
-1.1376771,0.39276743,1.1827978,-2.3519487,0.593047,1.7361001,-0.99890846,3
-1.6252569,-0.41273135,-0.96719706,0.77794766,1.3308504,1.7160985,0.5880164,2
-1.3916041,0.39425996,-1.2063595,-1.9132929,-0.49979106,0.41695204,-0.39036512,2
0.0039499365,-0.5318134,-0.4698528,0.45845732,0.65832365,-0.11849936,1.5160676,2
0.43605047,-0.08355186,0.48200923,-1.2779356,-0.4551241,-0.7763018,1.0739375,2
-0.78264755,-0.070401706,-0.8276493,-1.3954656,0.63446265,0.27261695,0.119485795,2
-0.71098375,2.3116767,-1.9245479,1.4350868,-1.4388492,-1.8303784,0.16241235,2
-0.6684955,-1.0349993,2.4520485,0.79952776,0.030190399,-1.9567916,-1.960238,2
-0.7485592,-1.1515008,1.1248088,0.20714864,-0.14845568,0.004412635,-0.18665418,2
-0.9711334,-0.524011,0.55127645,2.0278115,1.0851682,0.47373575,1.4827104,1
-0.7347499,0.85639966,1.5142063,1.7167844,2.1391344,2.1404855,0.58420825,1
-1.0657327,-0.92494714,-1.4244337,0.4216581,-0.122871846,1.0591878,0.5989309,4
-0.66681015,-0.21356937,-0.9915427,0.72780365,0.61494523,-1.3389592,1.4635006,1
-0.48988828,-1.9866728,-0.4396215,1.0804188,0.7722173,-0.040639598,1.3590469,2
-0.37958962,-1.0403248,-1.9622188,0.093764424,-0.2391945,-0.58304983,-0.19107348,4
-0.7591619,-2.8722935,-1.7147037,-0.4023593,-1.2954786,2.3849976,1.1000628,5
-1.9891112,0.6402358,0.49027628,0.55180043,0.971513,0.4386348,1.2270423,1
-2.0829866,1.0652469,1.367833,-1.4037459,-0.22735415,-0.19484253,-0.21697451,3
-0.15766753,0.5107051,2.0683475,0.45448878,1.3642094,0.7221765,1.598174,1
-0.018942123,-1.3084333,-1.6571535,-3.0200481,1.0544397,1.8409587,-0.5866041,2
-2.3264537,0.7083532,-0.09942363,-0.37184379,1.2620736,-0.37370127,-0.74956214,2
-1.9009897,-0.05020746,2.174851,0.47496822,0.71237385,0.41878256,-0.5713504,1
0.18500988,0.047692236,0.54726577,-1.3672075,0.89613765,1.1371608,0.23794754,1
-1.8708935,0.2706684,0.7581949,-1.6722755,1.4964721,-1.9880038,1.977788,2
-1.1193739,-0.8554972,-0.07016891,0.25688455,0.09027949,1.9393392,0.13238686,1
-0.7610483,-1.2066699,2.1338751,-0.9622986,1.5191984,0.40272027,-0.08721484,2
-0.85431665,-1.1087893,-0.99424183,1.1102282,-0.177191,0.80158174,-1.188549,4
-1.5950533,-0.059382126,2.9475,-1.4052349,0.9869797,0.26453933,-0.2783609,3
1.4978856,-2.1110423,-0.32564735,-1.4331546,2.3590617,-0.17055458,-2.226929,3
0.26257738,0.4816873,1.3639752,0.08202301,1.3758767,1.112064,-0.029549044,2
-0.0008251928,-2.7287886,0.2845043,-0.63661677,-0.22607131,-0.48672375,0.15331516,3
-2.6508255,2.156938,1.5486258,-2.434228,0.548396,0.53753036,-0.32122803,2
-1.095119,1.3242103,2.8322926,1.2159557,-0.3638766,-0.43522292,-0.71806616,1
0.23641016,-0.05183682,-0.49319828,1.5302362,0.41190472,1.334008,-0.7835492,2
-0.65450877,0.4284553,0.9342705,1.729431,1.573167,1.3536617,-2.0296159,2
-0.8533051,0.22659592,-1.121924,-0.55061114,-0.9846393,0.75282216,-0.47204676,2
-1.3412488,-0.2970088,0.81692356,1.9736172,0.24678437,1.3316603,0.12267168,2
-0.36067647,0.19387025,0.20953506,1.3786055,0.30063778,1.2786206,1.6000264,1
-0.0049065463,-0.44712368,-0.17171071,1.7607312,1.5575527,-0.449718,1.7457649,2
-0.7803066,0.093739465,0.68337923,-0.5953531,-0.34729657,2.106884,-0.120109856,2
-0.85951054,1.1009432,-0.111338064,-2.3003716,-0.8284809,-0.35780135,1.2640822,4
-1.2837822,1.28265,-1.1315932,0.050039522,-0.32043105,-1.6067654,-0.8433796,2
-0.36397275,-0.44372383,-1.7001604,-0.8391692,0.61217743,-0.029845495,1.2898083,2
-0.40934727,0.077644445,-0.74343604,0.36205268,0.8760205,0.7196515,0.2995504,1
-1.1086376,0.76856065,1.120843,-1.4055631,0.3058564,0.0710673,2.0487149,1
-0.30935934,1.2068729,2.6199574,-0.6098478,1.5157874,-1.0303915,1.2155999,1
-0.728762,-0.8582125,1.7570747,0.19006123,0.5710275,-0.64304006,0.80113316,4
-1.2315807,0.4311056,1.4452494,0.13303846,0.3935567,1.5568012,-0.8261859,2
2.0245893,-1.3107823,-1.2904435,-1.1224536,0.07534275,-0.74306095,-2.7306478,5
-0.34980333,0.68221617,0.34484094,-0.47048855,-0.17034362,-0.8600765,1.1008558,2
0.7639728,1.2163377,0.91213113,0.045202084,0.7968467,-1.0746514,-0.26066688,9
0.44330564,-0.25492454,-0.42600042,0.6847632,0.73443836,-1.3758401,-3.4696229,4
-0.47225347,2.2776785,0.3767839,-0.9221174,1.0240765,-1.0981218,0.75368226,9
-1.8701662,0.13038148,0.7794642,1.804426,1.1368384,0.83874327,1.260179,1
0.35338113,0.45913914,1.2331436,0.77254546,2.5391872,-2.2030556,0.3394583,1
-1.0012009,0.6746925,1.0194291,-0.11383518,0.7172714,-0.25444102,0.0766986,2
0.7953576,1.400739,0.95501834,-0.40719485,1.0880791,1.5474628,0.7602818,1
-1.1121763,-1.0472941,-0.6068568,-0.07787622,0.105450824,3.0639284,2.150558,1
-0.90648556,0.21856156,-0.8353003,-1.577338,0.2834704,1.429781,0.38430956,1
-0.18008445,0.19633973,-2.9558296,-0.863231,0.32957837,0.78938186,2.698747,1
-2.12953,0.13550322,-2.2541761,-0.19356501,-0.60861605,0.06571304,2.1477191,1
-1.5768404,-0.03860945,2.1251166,0.97507274,0.81647295,0.9859174,-0.9845696,1
-2.3326454,-0.17091036,-1.0706671,0.09006433,-0.56522036,1.8825192,0.9524707,1
1.7127758,2.3952615,-0.7466253,0.07288594,2.8268769,2.7068596,2.8507564,2
-0.98989594,-1.6882854,-1.7916462,-0.4751501,-1.6302649,-0.38653967,1.3056448,5
-1.9201039,-2.7034461,-1.5751667,-1.2578127,1.1264318,0.17454784,0.4897756,1
1.2298346,-0.37957206,-2.301358,0.9458594,1.2604375,0.9296466,2.2212603,1
0.05361977,-0.26536778,-0.3140639,-0.44876188,1.4960779,-1.2650603,-0.3532918,3
0.0050695203,-0.09523575,-1.0724933,-0.33405098,-0.101712644,-2.1511154,0.44164982,1
-0.20706853,-0.11933638,-0.12207751,0.027178124,1.2620519,-0.26019484,-1.0956048,2
0.54206187,0.20950605,-1.1641835,0.5885427,1.0879779,1.2087237,-0.050371997,2
-2.319085,-0.23854488,0.7140516,-1.5745196,2.571799,-0.9958286,1.2090272,2
-0.3564173,-0.21681835,-1.0833917,-1.6193584,1.043719,1.8945303,2.328379,1
-1.439621,1.5482405,-0.16134475,-1.2388324,0.53763044,-2.3528965,-0.967588,1
-0.854408,-1.0564905,1.1006922,-0.5198204,0.7129401,1.6125207,-0.32730728,2
-0.022142202,0.38859466,0.9408149,-0.69885033,1.484058,1.4495885,0.5822197,1
-1.5939411,0.18644314,-1.1426669,1.8442084,-0.009088926,-2.2132406,-0.09351206,1
0.7233226,0.077270284,0.7264257,0.572346,0.4645326,0.46287698,-0.20477657,1
-0.67015314,-0.49510017,-1.4562602,-1.0620418,-0.250754,-1.4303385,0.38421535,2
-0.56765985,1.2397374,-0.3621763,1.2254491,0.69550925,-2.5376506,0.70928174,2
-0.04202266,0.95656425,-0.9628688,-0.5194409,0.121760115,1.1296735,1.3045896,1
-0.5127502,0.5939888,0.31228012,1.153733,0.5804773,0.77824044,0.36790407,2
0.3084432,-0.3279446,0.007337801,0.4850883,0.15349051,0.9101693,-1.9622775,4
-1.0344028,0.27134773,1.0389662,1.3980888,0.4633765,0.64234906,1.7646534,1
-2.742186,1.2048707,-2.954304,0.3413596,0.88112426,0.279057,-1.369211,2
0.01761584,1.0050138,-0.16246188,-0.02220317,1.0643785,0.0244966,-0.5357524,1
0.14208297,-0.1892036,0.70839876,0.359563,0.4306555,-1.1805011,1.9029046,1
0.439331,-1.4272802,-0.22886647,-0.5609256,0.06805358,-0.16855787,-2.7373734,5
0.37444183,-1.2385055,-0.32987255,0.91457623,2.8773584,-0.13093242,0.5201247,2
1.7913254,-0.749642,-3.2696402,2.1938555,0.12490487,2.03607,-0.14896776,9
-0.9853346,0.8922321,1.2993139,-0.6322514,0.807818,-0.25138515,-0.6525036,1
-0.60108185,-0.42375404,-0.9997386,-0.47703856,0.70118845,0.24773762,-1.5453988,2
-2.6624696,2.4811919,-1.696565,-0.8379233,1.2764262,0.19401841,-0.24417837,1
-1.5984672,-0.322199,0.06257808,-0.5132553,0.25677326,0.35249937,-0.99265844,2
-0.36108997,-1.088405,-0.5895761,-0.03764908,1.3054016,-0.29108465,-0.36222297,2
0.29587615,1.0513997,0.83131516,-0.49474263,1.0410588,-0.5556174,-0.41887254,2
1.1805415,-1.9357332,0.34874237,1.5028622,-0.6001029,2.59459,2.8476145,2
-1.0877119,-2.177913,-1.9775531,1.9994084,0.08936288,1.5145351,-1.4947788,5
0.4999226,-0.91281134,-0.47039986,0.47562987,0.6071474,-1.9193621,-1.5395999,2
1.3688804,-1.0513707,-1.005973,-0.22251964,-0.1960044,-0.90259635,-1.2103275,4
0.25992307,-1.8399638,0.18826318,-2.188802,-1.3107967,-1.0547789,1.3552208,4
0.726161,-0.43467447,0.88299537,0.15176678,1.2513797,0.16650176,-1.3766792,2
0.615294,-1.5898423,1.3462206,-0.17032957,0.60681176,2.2309906,1.0253762,1
-1.8051066,1.0821407,0.03572407,-0.42225182,-0.3176049,-0.25098115,-0.079693966,1
-0.6310741,1.3940066,0.0130511895,-1.6142339,-0.27671164,0.14918333,0.84261847,1
-1.0061923,-1.3695515,-0.056221545,2.2220829,0.0013138354,-1.3829628,-1.0749681,5
-0.7034371,-1.2491652,0.25297654,-1.9414369,0.55139804,1.7741166,0.3645514,2
0.9317626,-1.0491666,0.41398454,-0.26098076,0.6748065,-1.8768717,1.3365185,2
-0.6978729,1.0113746,-0.95213425,-1.4376252,0.8598865,0.52158034,0.13017291,2
0.093009755,0.6627231,0.31599584,-0.9766609,0.2675231,0.21636301,-0.5169932,1
-1.0851067,1.0549688,-0.37633747,-1.5995836,-0.8518853,0.13218307,0.44839212,1
-2.6155193,-0.2397191,-1.1865944,-1.425982,-0.43720886,-0.017268527,1.6192124,1
-0.028703298,0.5656178,0.24282117,-2.120846,1.4658396,0.3672869,-0.40688384,1
-1.3771838,0.28524062,1.4893919,-0.09098532,3.304628,2.0299253,-2.5088172,2
